2theta in degrees,after debinding and sintering,normalized
48.76,51.466,2.26081
48.78,50.727,2.22835
48.8,53.719,2.35978
48.82,53.673,2.35776
48.84,47.812,2.1003
48.86,51.796,2.27531
48.88,41.859,1.83879
48.9,48.496,2.13034
48.92,52.368,2.30044
48.94,52.414,2.30246
48.96,50.745,2.22914
48.98,51.376,2.25686
49,41.553,1.82535
49.02,50.062,2.19914
49.04,50.326,2.21073
49.06,60.639,2.66377
49.08,45.745,2.0095
49.1,40.239,1.76763
49.12,56.431,2.47892
49.14,50.979,2.23942
49.16,55.547,2.44008
49.18,47.245,2.07539
49.2,46.731,2.05281
49.22,39.733,1.7454
49.24,59.718,2.62331
49.26,37.302,1.63861
49.28,51.099,2.24469
49.3,52.592,2.31027
49.32,48.215,2.118
49.34,50.235,2.20674
49.36,52.69,2.31458
49.38,51.305,2.25374
49.4,37.624,1.65276
49.42,43.512,1.91141
49.44,55.064,2.41887
49.46,58.085,2.55157
49.48,47.022,2.06559
49.5,46.704,2.05163
49.52,53.377,2.34476
49.54,63.661,2.79652
49.56,50.629,2.22404
49.58,52.958,2.32635
49.6,52.524,2.30729
49.62,47.274,2.07666
49.64,42.176,1.85272
49.66,51.004,2.24052
49.68,35.359,1.55326
49.7,44.085,1.93658
49.72,51.415,2.25857
49.74,49.99,2.19597
49.76,43.47,1.90956
49.78,40.286,1.76969
49.8,46.549,2.04482
49.82,43.404,1.90666
49.84,43.404,1.90666
49.86,46.463,2.04104
49.88,46.515,2.04332
49.9,50.217,2.20595
49.92,45.839,2.01363
49.94,46.057,2.0232
49.96,61.522,2.70255
49.98,44.615,1.95986
50,52.768,2.31801
50.02,55.947,2.45765
50.04,39.616,1.74026
50.06,51.25,2.25132
50.08,55.128,2.42168
50.1,50.433,2.21543
50.12,57.127,2.50949
50.14,44.907,1.97269
50.16,46.819,2.05668
50.18,54.527,2.39528
50.2,55.064,2.41887
50.22,42.496,1.86678
50.24,60.686,2.66583
50.26,54.639,2.4002
50.28,50.803,2.23169
50.3,54.675,2.40178
50.32,51.823,2.27649
50.34,42.486,1.86634
50.36,44.588,1.95867
50.38,49.988,2.19589
50.4,49.753,2.18556
50.42,45.338,1.99162
50.44,45.882,2.01552
50.46,61.183,2.68766
50.48,55.759,2.4494
50.5,41.344,1.81617
50.52,44.818,1.96878
50.54,53.401,2.34581
50.56,44.323,1.94703
50.58,56.959,2.50211
50.6,50.793,2.23125
50.62,57.016,2.50461
50.64,52.929,2.32508
50.66,49.246,2.16329
50.68,38.048,1.67138
50.7,48.977,2.15147
50.72,53.738,2.36062
50.74,47.7,2.09538
50.76,56.649,2.48849
50.78,52.826,2.32055
50.8,59.977,2.63469
50.82,57.048,2.50602
50.84,44.185,1.94097
50.86,34.498,1.51544
50.88,39.01,1.71364
50.9,52.648,2.31273
50.92,48.443,2.12802
50.94,39.159,1.72019
50.96,46.598,2.04697
50.98,61.068,2.68261
51,45.535,2.00027
51.02,55.759,2.4494
51.04,47.429,2.08347
51.06,45.915,2.01697
51.08,56.306,2.47342
51.1,55.868,2.45418
51.12,56.181,2.46793
51.14,58.81,2.58342
51.16,43.349,1.90425
51.18,49.866,2.19053
51.2,53.017,2.32894
51.22,57.487,2.5253
51.24,48.459,2.12872
51.26,52.022,2.28524
51.28,51.621,2.26762
51.3,44.6,1.9592
51.32,41.054,1.80343
51.34,39.248,1.7241
51.36,48.848,2.14581
51.38,56.142,2.46622
51.4,49.227,2.16246
51.42,44.25,1.94383
51.44,52.546,2.30825
51.46,52.856,2.32187
51.48,62.065,2.72641
51.5,55.746,2.44882
51.52,36.979,1.62442
51.54,48.766,2.14221
51.56,43.797,1.92393
51.58,47.391,2.0818
51.6,42.834,1.88162
51.62,52.485,2.30557
51.64,65.445,2.87488
51.66,54.856,2.40973
51.68,38.227,1.67925
51.7,52.679,2.3141
51.72,40.793,1.79197
51.74,43.914,1.92907
51.76,49.238,2.16294
51.78,45.08,1.98029
51.8,36.944,1.62289
51.82,43.611,1.91576
51.84,55.23,2.42616
51.86,51.569,2.26534
51.88,55.744,2.44874
51.9,52.572,2.3094
51.92,50.559,2.22097
51.94,50.621,2.22369
51.96,59.24,2.60231
51.98,51.911,2.28036
52,49.607,2.17915
52.02,38.73,1.70134
52.04,49.749,2.18539
52.06,57.166,2.5112
52.08,43.828,1.92529
52.1,46.318,2.03467
52.12,67.179,2.95106
52.14,60.378,2.6523
52.16,52.599,2.31058
52.18,48.817,2.14445
52.2,49.163,2.15964
52.22,49.571,2.17757
52.24,58.323,2.56203
52.26,52.888,2.32328
52.28,52.342,2.29929
52.3,51.722,2.27206
52.32,62.638,2.75158
52.34,57.713,2.53523
52.36,50.883,2.2352
52.38,64.148,2.81791
52.4,68.903,3.02679
52.42,77.13,3.38819
52.44,80.073,3.51747
52.46,76.659,3.3675
52.48,85.12,3.73917
52.5,91.442,4.01689
52.52,121.699,5.34603
52.54,154.641,6.79311
52.56,178.248,7.83012
52.58,242.134,10.63652
52.6,314.804,13.82879
52.62,548.585,24.09838
52.64,788.448,34.63515
52.66,955.469,41.97209
52.68,797.446,35.03041
52.7,515.515,22.64568
52.72,371.918,16.33771
52.74,324.724,14.26456
52.76,390.948,17.17366
52.78,465.744,20.45932
52.8,480.468,21.10612
52.82,466.895,20.50988
52.84,322.67,14.17433
52.86,174.35,7.65889
52.88,126.725,5.56681
52.9,103.177,4.53239
52.92,88.672,3.89521
52.94,69.117,3.03619
52.96,68.056,2.98958
52.98,63.323,2.78167
53,60.429,2.65454
53.02,61.448,2.6993
53.04,56.176,2.46771
53.06,52.945,2.32578
53.08,65.334,2.87001
53.1,55.052,2.41834
53.12,59.378,2.60837
53.14,52.322,2.29841
53.16,40.833,1.79372
53.18,43.063,1.89168
53.2,50.528,2.21961
53.22,57.004,2.50409
53.24,50.419,2.21482
53.26,53.236,2.33856
53.28,58.43,2.56673
53.3,50.127,2.20199
53.32,42.842,1.88197
53.34,50.128,2.20204
53.36,58.431,2.56677
53.38,42.118,1.85017
53.4,45.394,1.99408
53.42,37.052,1.62763
53.44,45.109,1.98156
53.46,45.065,1.97963
53.48,51.197,2.249
53.5,50.961,2.23863
53.52,42.928,1.88575
53.54,39.271,1.72511
53.56,49.287,2.16509
53.58,38.801,1.70446
53.6,45.476,1.99768
53.62,54.987,2.41548
53.64,46.464,2.04108
53.66,37.814,1.6611
53.68,45.383,1.9936
53.7,42.5,1.86695
53.72,51.211,2.24961
53.74,53.76,2.36158
53.76,44.198,1.94154
53.78,28.009,1.23039
53.8,41.305,1.81446
53.82,42.874,1.88338
53.84,47.015,2.06529
53.86,52.899,2.32376
53.88,51.647,2.26876
53.9,49.517,2.1752
53.92,45.269,1.98859
53.94,51.114,2.24535
53.96,44.169,1.94027
53.98,55.007,2.41636
54,42.558,1.8695
54.02,37.271,1.63725
54.04,43.024,1.88997
54.06,32.928,1.44647
54.08,37.903,1.66501
54.1,46.027,2.02189
54.12,59.164,2.59897
54.14,47.024,2.06568
54.16,44.032,1.93425
54.18,62.769,2.75733
54.2,49.783,2.18688
54.22,48.496,2.13034
54.24,46.358,2.03643
54.26,36.414,1.5996
54.28,33.617,1.47674
54.3,28.748,1.26285
54.32,31.87,1.39999
54.34,42.422,1.86352
54.36,45.334,1.99144
54.38,46.494,2.0424
54.4,55.614,2.44303
54.42,48.49,2.13008
54.44,51.405,2.25813
54.46,36.908,1.6213
54.48,32.65,1.43426
54.5,41.498,1.82293
54.52,41.012,1.80159
54.54,42.657,1.87385
54.56,44.77,1.96667
54.58,40.655,1.7859
54.6,40.532,1.7805
54.62,41.939,1.84231
54.64,36.058,1.58397
54.66,39.473,1.73398
54.68,46.678,2.05048
54.7,48.384,2.12542
54.72,41.305,1.81446
54.74,40.546,1.78112
54.76,49.209,2.16167
54.78,41.862,1.83892
54.8,40.67,1.78656
54.82,40.729,1.78915
54.84,42.01,1.84543
54.86,40.11,1.76196
54.88,47.996,2.10838
54.9,48.123,2.11396
54.92,43.554,1.91325
54.94,41.946,1.84261
54.96,40.336,1.77189
54.98,35.769,1.57127
55,44.381,1.94958
55.02,35.453,1.55739
55.04,38.716,1.70073
55.06,36.922,1.62192
55.08,42.981,1.88808
55.1,44.821,1.96891
55.12,47.088,2.06849
55.14,46.102,2.02518
55.16,43.023,1.88993
55.18,50.158,2.20335
55.2,40.083,1.76078
55.22,32.479,1.42675
55.24,36.243,1.59209
55.26,38.676,1.69897
55.28,52.378,2.30087
55.3,43.644,1.9172
55.32,42.751,1.87798
55.34,41.463,1.8214
55.36,39.314,1.727
55.38,37.758,1.65864
55.4,49.309,2.16606
55.42,36.616,1.60848
55.44,37.446,1.64494
55.46,33.721,1.4813
55.48,41.631,1.82878
55.5,39.123,1.71861
55.52,37.472,1.64608
55.54,32.047,1.40777
55.56,42.444,1.86449
55.58,42.766,1.87864
55.6,43.015,1.88957
55.62,49.603,2.17897
55.64,49.845,2.1896
55.66,34.324,1.50779
55.68,53.474,2.34902
55.7,52.016,2.28497
55.72,39.513,1.73574
55.74,45.91,2.01675
55.76,46.037,2.02233
55.78,47.25,2.07561
55.8,37.361,1.6412
55.82,35.337,1.55229
55.84,42.643,1.87323
55.86,47.093,2.06871
55.88,47.511,2.08708
55.9,47.03,2.06595
55.92,45.106,1.98143
55.94,41.048,1.80317
55.96,47.127,2.07021
55.98,46.185,2.02883
56,43.526,1.91202
56.02,30.346,1.33305
56.04,39.381,1.72994
56.06,45.071,1.97989
56.08,41.734,1.8333
56.1,51.77,2.27417
56.12,47.46,2.08484
56.14,45.377,1.99333
56.16,44.777,1.96698
56.18,43.706,1.91993
56.2,43.897,1.92832
56.22,45.501,1.99878
56.24,42.695,1.87552
56.26,53.355,2.34379
56.28,48.04,2.11031
56.3,40.16,1.76416
56.32,39.51,1.73561
56.34,30.222,1.3276
56.36,30.271,1.32975
56.38,47.351,2.08005
56.4,52.782,2.31862
56.42,38.557,1.69374
56.44,37.449,1.64507
56.46,47.013,2.0652
56.48,52.317,2.29819
56.5,36.919,1.62179
56.52,44.305,1.94624
56.54,38.099,1.67362
56.56,39.632,1.74096
56.58,40.397,1.77457
56.6,44.304,1.9462
56.62,50.115,2.20146
56.64,47.025,2.06573
56.66,54.509,2.39449
56.68,52.556,2.30869
56.7,48.548,2.13263
56.72,39.44,1.73253
56.74,40.707,1.78819
56.76,47.733,2.09683
56.78,44.8,1.96799
56.8,63.493,2.78914
56.82,49.219,2.1621
56.84,40.833,1.79372
56.86,47.418,2.08299
56.88,45.271,1.98868
56.9,50.626,2.22391
56.92,42.529,1.86822
56.94,41.503,1.82315
56.96,47.663,2.09375
56.98,57.816,2.53976
57,54.886,2.41105
57.02,57.562,2.5286
57.04,46.478,2.0417
57.06,50.75,2.22936
57.08,45.67,2.0062
57.1,69.853,3.06852
57.12,70.875,3.11342
57.14,61.915,2.71982
57.16,61.455,2.69961
57.18,65.222,2.86509
57.2,63.075,2.77077
57.22,63.276,2.7796
57.24,67.083,2.94684
57.26,68.917,3.0274
57.28,71.172,3.12646
57.3,84.933,3.73096
57.32,89.303,3.92293
57.34,93.988,4.12873
57.36,92.662,4.07048
57.38,93.877,4.12385
57.4,106.572,4.68152
57.42,122.63,5.38692
57.44,123.619,5.43037
57.46,165.049,7.25032
57.48,204.757,8.99462
57.5,275.134,12.08616
57.52,420.064,18.45268
57.54,570.756,25.07232
57.56,849.512,37.31758
57.58,1319.671,57.97085
57.6,1693.517,74.39325
57.62,1601.077,70.33252
57.64,1180.336,51.8501
57.66,761.852,33.46683
57.68,545.863,23.97881
57.7,526.79,23.14097
57.72,606.105,26.62514
57.74,847.168,37.21461
57.76,961.064,42.21787
57.78,835.587,36.70588
57.8,581.216,25.53181
57.82,362.013,15.9026
57.84,248.155,10.90102
57.86,161.365,7.08848
57.88,152.196,6.68571
57.9,113.57,4.98893
57.92,99.375,4.36537
57.94,90.034,3.95504
57.96,69.354,3.0466
57.98,77.572,3.4076
58,78.097,3.43067
58.02,68.797,3.02213
58.04,61.988,2.72302
58.06,58.673,2.5774
58.08,54.753,2.4052
58.1,48.421,2.12705
58.12,79.981,3.51343
58.14,42.467,1.8655
58.16,52.131,2.29002
58.18,68.187,2.99534
58.2,59.289,2.60446
58.22,49.078,2.15591
58.24,50.503,2.21851
58.26,54.754,2.40525
58.28,48.174,2.1162
58.3,47.578,2.09002
58.32,49.664,2.18165
58.34,44.511,1.95529
58.36,35.614,1.56446
58.38,53.366,2.34428
58.4,43.124,1.89436
58.42,36.671,1.61089
58.44,41.408,1.81898
58.46,39.469,1.7338
58.48,43.195,1.89748
58.5,42.605,1.87156
58.52,34.108,1.49831
58.54,35.473,1.55827
58.56,32.608,1.43241
58.58,38.722,1.70099
58.6,45.744,2.00945
58.62,35.429,1.55633
58.64,37.459,1.64551
58.66,38.474,1.6901
58.68,42.558,1.8695
58.7,34.158,1.5005
58.72,50.669,2.2258
58.74,43.115,1.89397
58.76,40.498,1.77901
58.78,44.572,1.95797
58.8,48.247,2.11941
58.82,48.57,2.1336
58.84,42.024,1.84604
58.86,35.087,1.54131
58.88,42.103,1.84951
58.9,29.936,1.31504
58.92,29.55,1.29808
58.94,37.977,1.66826
58.96,41.711,1.83229
58.98,37.656,1.65416
59,52.302,2.29754
59.02,42.721,1.87666
59.04,43.57,1.91395
59.06,38.198,1.67797
59.08,49.427,2.17124
59.1,47.128,2.07025
59.12,44.07,1.93592
59.14,37.427,1.6441
59.16,40.284,1.76961
59.18,36.222,1.59117
59.2,54.017,2.37287
59.22,47.247,2.07548
59.24,30.641,1.34601
59.26,37.257,1.63664
59.28,44.469,1.95345
59.3,45.428,1.99557
59.32,40.824,1.79333
59.34,44.865,1.97084
59.36,36.433,1.60044
59.38,46.844,2.05778
59.4,44.105,1.93746
59.42,39.094,1.71733
59.44,50.625,2.22387
59.46,40.619,1.78432
59.48,44.233,1.94308
59.5,47.218,2.0742
59.52,48.324,2.12279
59.54,44.137,1.93886
59.56,52.925,2.3249
59.58,46.271,2.0326
59.6,43.9,1.92845
59.62,47.158,2.07157
59.64,41.433,1.82008
59.66,45.253,1.98789
59.68,43.104,1.89348
59.7,44.389,1.94993
59.72,39.787,1.74777
59.74,52.428,2.30307
59.76,39.557,1.73767
59.78,46.098,2.025
59.8,67.651,2.97179
59.82,79.51,3.49274
59.84,88.756,3.8989
59.86,82.539,3.62579
59.88,60.079,2.63917
59.9,48.664,2.13772
59.92,46.024,2.02175
59.94,59.114,2.59678
59.96,55.133,2.4219
59.98,69.352,3.04651
60,67.01,2.94363
60.02,62.606,2.75017
60.04,54.523,2.3951
60.06,63.508,2.7898
60.08,45.744,2.00945
60.1,38.805,1.70464
60.12,44.639,1.96091
60.14,48.196,2.11717
60.16,51.263,2.25189
60.18,52.109,2.28906
60.2,44.276,1.94497
60.22,32.594,1.4318
60.24,35.992,1.58107
60.26,40.429,1.77598
60.28,40.196,1.76574
60.3,40.489,1.77861
60.32,43.238,1.89937
60.34,28.853,1.26746
60.36,42.007,1.84529
60.38,36.407,1.5993
60.4,46.682,2.05066
60.42,37.881,1.66405
60.44,35.802,1.57272
60.46,41.238,1.81151
60.48,34.712,1.52484
60.5,42.919,1.88536
60.52,39.479,1.73424
60.54,44.377,1.9494
60.56,40.337,1.77193
60.58,38.802,1.7045
60.6,40.22,1.76679
60.62,41.664,1.83023
60.64,45.795,2.01169
60.66,34.36,1.50937
60.68,45.047,1.97884
60.7,38.291,1.68206
60.72,31.742,1.39437
60.74,34.159,1.50055
60.76,35.851,1.57487
60.78,30.735,1.35014
60.8,47.398,2.08211
60.82,32.19,1.41405
60.84,39.387,1.7302
60.86,35.194,1.54601
60.88,41.455,1.82105
60.9,59.775,2.62581
60.92,55.974,2.45884
60.94,44.799,1.96794
60.96,47.926,2.10531
60.98,55.367,2.43218
61,45.644,2.00506
61.02,47.324,2.07886
61.04,44.688,1.96307
61.06,45.78,2.01104
61.08,54.45,2.39189
61.1,52.521,2.30716
61.12,44.189,1.94115
61.14,42.16,1.85202
61.16,41.194,1.80958
61.18,70.911,3.115
61.2,77.581,3.408
61.22,75.376,3.31114
61.24,102.51,4.50309
61.26,88.857,3.90333
61.28,85.967,3.77638
61.3,74.078,3.25412
61.32,75.041,3.29642
61.34,105.299,4.6256
61.36,121.277,5.32749
61.38,170.67,7.49724
61.4,200.662,8.81473
61.42,169.99,7.46736
61.44,148.218,6.51096
61.46,100.472,4.41356
61.48,79.137,3.47635
61.5,76.335,3.35326
61.52,68.409,3.00509
61.54,74.137,3.25671
61.56,85.099,3.73825
61.58,104.174,4.57618
61.6,92.227,4.05137
61.62,65.699,2.88604
61.64,53.882,2.36694
61.66,59.829,2.62818
61.68,43.935,1.92999
61.7,49.471,2.17317
61.72,49.535,2.17599
61.74,44.824,1.96904
61.76,41.546,1.82504
61.78,34.8,1.5287
61.8,31.371,1.37807
61.82,31.73,1.39384
61.84,34.376,1.51008
61.86,38.842,1.70626
61.88,46.073,2.02391
61.9,40.905,1.79689
61.92,32.552,1.42995
61.94,35.558,1.562
61.96,47.161,2.0717
61.98,36.857,1.61906
62,32.91,1.44568
62.02,30.929,1.35866
62.04,41.534,1.82452
62.06,41.519,1.82386
62.08,32.938,1.44691
62.1,40.144,1.76346
62.12,38.885,1.70815
62.14,48.326,2.12288
62.16,59.886,2.63069
62.18,41.935,1.84213
62.2,36.532,1.60479
62.22,39.71,1.74439
62.24,34.55,1.51772
62.26,25.746,1.13098
62.28,34.519,1.51636
62.3,42.483,1.8662
62.32,39.943,1.75463
62.34,38.786,1.7038
62.36,35.029,1.53876
62.38,52.374,2.3007
62.4,41.234,1.81134
62.42,45.414,1.99496
62.44,33.073,1.45284
62.46,31.584,1.38743
62.48,30.563,1.34258
62.5,45.566,2.00164
62.52,30.29,1.33059
62.54,32.871,1.44397
62.56,34.983,1.53674
62.58,26.85,1.17947
62.6,43.527,1.91207
62.62,37.488,1.64678
62.64,51.921,2.2808
62.66,34.783,1.52796
62.68,27.577,1.21141
62.7,28.265,1.24163
62.72,36.435,1.60053
62.74,32.807,1.44115
62.76,28.883,1.26878
62.78,40.6,1.78349
62.8,40.265,1.76877
62.82,40.705,1.7881
62.84,31.423,1.38036
62.86,33.721,1.4813
62.88,30.847,1.35505
62.9,33.385,1.46654
62.92,37.774,1.65935
62.94,28.616,1.25705
62.96,39.646,1.74158
62.98,52.61,2.31107
63,37.503,1.64744
63.02,41.172,1.80861
63.04,36.265,1.59306
63.06,33.865,1.48763
63.08,46.047,2.02276
63.1,33.465,1.47006
63.12,40.329,1.77158
63.14,31.378,1.37838
63.16,31.685,1.39187
63.18,42.147,1.85144
63.2,35.556,1.56191
63.22,33.789,1.48429
63.24,32.502,1.42776
63.26,38.421,1.68777
63.28,31.934,1.4028
63.3,27.35,1.20144
63.32,36.829,1.61783
63.34,33.463,1.46997
63.36,29.253,1.28503
63.38,33.592,1.47564
63.4,42.258,1.85632
63.42,34.157,1.50046
63.44,31.826,1.39806
63.46,36.412,1.59952
63.48,39.663,1.74233
63.5,47.579,2.09006
63.52,32.379,1.42235
63.54,41.436,1.82021
63.56,35.992,1.58107
63.58,30.364,1.33384
63.6,34.737,1.52594
63.62,39.351,1.72862
63.64,36.395,1.59877
63.66,39.041,1.715
63.68,41.125,1.80655
63.7,26.78,1.1764
63.72,29.641,1.30208
63.74,33.192,1.45807
63.76,31.036,1.36336
63.78,35.607,1.56415
63.8,38.14,1.67542
63.82,28.681,1.25991
63.84,28.625,1.25745
63.86,32.172,1.41326
63.88,29.751,1.30691
63.9,33.568,1.47458
63.92,25.91,1.13818
63.94,32.44,1.42503
63.96,27.862,1.22393
63.98,41.744,1.83374
64,41.673,1.83062
64.02,35.161,1.54456
64.04,38.768,1.70301
64.06,32.271,1.41761
64.08,35.581,1.56301
64.1,33.322,1.46378
64.12,29.422,1.29246
64.14,35.974,1.58028
64.16,42.114,1.84999
64.18,35.08,1.541
64.2,35.931,1.57839
64.22,25.107,1.10291
64.24,43.867,1.927
64.26,45.463,1.99711
64.28,39.969,1.75577
64.3,36.517,1.60413
64.32,27.238,1.19652
64.34,34.575,1.51882
64.36,29.249,1.28486
64.38,29.124,1.27937
64.4,30.074,1.3211
64.42,32.406,1.42354
64.44,27.096,1.19028
64.46,27.661,1.2151
64.48,28.457,1.25007
64.5,31.297,1.37482
64.52,34.244,1.50428
64.54,26.991,1.18567
64.56,26.254,1.15329
64.58,30.372,1.33419
64.6,30.762,1.35132
64.62,35.19,1.54584
64.64,36.354,1.59697
64.66,33.363,1.46558
64.68,31.842,1.39876
64.7,33.93,1.49049
64.72,41.122,1.80642
64.74,34.424,1.51219
64.76,27.361,1.20192
64.78,33.094,1.45376
64.8,25.575,1.12347
64.82,31.182,1.36977
64.84,40.399,1.77466
64.86,45.557,2.00124
64.88,44.475,1.95371
64.9,46.72,2.05233
64.92,39.232,1.72339
64.94,39.49,1.73473
64.96,35.077,1.54087
64.98,29.211,1.28319
65,27.418,1.20442
65.02,32.011,1.40619
65.04,29.307,1.28741
65.06,34.077,1.49694
65.08,46.598,2.04697
65.1,34.279,1.50582
65.12,16.541,0.72662
65.14,44.185,1.94097
65.16,47.138,2.07069
65.18,37.355,1.64094
65.2,30.235,1.32817
65.22,31.779,1.396
65.24,32.912,1.44577
65.26,35.599,1.5638
65.28,40.166,1.76442
65.3,39.094,1.71733
65.32,28.766,1.26364
65.34,27.929,1.22687
65.36,25.932,1.13915
65.38,29.185,1.28205
65.4,35.962,1.57975
65.42,41.201,1.80989
65.44,33.493,1.47129
65.46,36.308,1.59495
65.48,39.797,1.74821
65.5,31.705,1.39275
65.52,26.228,1.15215
65.54,28.607,1.25666
65.56,40.034,1.75862
65.58,33.512,1.47212
65.6,38.262,1.68078
65.62,43.705,1.91988
65.64,37.473,1.64612
65.66,32.405,1.4235
65.68,40.824,1.79333
65.7,34.54,1.51728
65.72,42.191,1.85338
65.74,35.106,1.54215
65.76,26.827,1.17846
65.78,34.443,1.51302
65.8,18.807,0.82616
65.82,21.529,0.94573
65.84,32.029,1.40698
65.86,32.767,1.4394
65.88,35.88,1.57615
65.9,39.07,1.71628
65.92,26.973,1.18488
65.94,33.279,1.46189
65.96,38.557,1.69374
65.98,39.567,1.73811
66,39.217,1.72273
66.02,35.835,1.57417
66.04,38.57,1.69431
66.06,40.97,1.79974
66.08,39.167,1.72054
66.1,40.954,1.79904
66.12,45.26,1.98819
66.14,45.537,2.00036
66.16,41.707,1.83212
66.18,35.689,1.56776
66.2,36.817,1.61731
66.22,45.405,1.99456
66.24,49.331,2.16702
66.26,45.714,2.00814
66.28,39.018,1.71399
66.3,41.487,1.82245
66.32,42.026,1.84613
66.34,52.227,2.29424
66.36,51.746,2.27311
66.38,53.319,2.34221
66.4,54.545,2.39607
66.42,66.049,2.90142
66.44,82.686,3.63225
66.46,68.42,3.00557
66.48,91.469,4.01807
66.5,118.586,5.20928
66.52,128.649,5.65133
66.54,178.157,7.82613
66.56,231.323,10.16162
66.58,361.076,15.86144
66.6,503.494,22.11761
66.62,589.429,25.89259
66.64,518.869,22.79301
66.66,377.697,16.59157
66.68,246.716,10.8378
66.7,193.488,8.49959
66.72,188.981,8.30161
66.74,179.751,7.89615
66.76,214.076,9.40399
66.78,263.667,11.58243
66.8,323.287,14.20143
66.82,316.664,13.9105
66.84,257.776,11.32365
66.86,153.516,6.74369
66.88,115.984,5.09498
66.9,84.53,3.71326
66.92,81.25,3.56917
66.94,70.971,3.11763
66.96,51.513,2.26288
66.98,53.481,2.34933
67,47.089,2.06854
67.02,47.41,2.08264
67.04,51.574,2.26556
67.06,48.863,2.14647
67.08,46.569,2.0457
67.1,40.907,1.79697
67.12,42.783,1.87938
67.14,35.733,1.56969
67.16,31.226,1.3717
67.18,38.124,1.67472
67.2,37.65,1.6539
67.22,35.904,1.5772
67.24,36.662,1.6105
67.26,37.514,1.64792
67.28,45.302,1.99004
67.3,36.744,1.6141
67.32,40.967,1.79961
67.34,27.096,1.19028
67.36,22.062,0.96915
67.38,35.987,1.58085
67.4,36.735,1.6137
67.42,36.329,1.59587
67.44,33.216,1.45912
67.46,40.31,1.77075
67.48,38.057,1.67178
67.5,35.706,1.5685
67.52,43.587,1.9147
67.54,35.582,1.56306
67.56,38.66,1.69827
67.58,39.057,1.71571
67.6,32.919,1.44607
67.62,40.145,1.7635
67.64,33.647,1.47805
67.66,52.412,2.30237
67.68,36.003,1.58155
67.7,41.931,1.84196
67.72,39.751,1.74619
67.74,40.514,1.77971
67.76,45.47,1.99742
67.78,34.126,1.4991
67.8,36.378,1.59802
67.82,42.963,1.88729
67.84,41.822,1.83717
67.86,43.916,1.92915
67.88,52.181,2.29222
67.9,49.477,2.17344
67.92,63.872,2.80579
67.94,49.991,2.19602
67.96,60.579,2.66113
67.98,41.289,1.81375
68,40.761,1.79056
68.02,46.3,2.03388
68.04,51.893,2.27957
68.06,58.657,2.5767
68.08,52.305,2.29767
68.1,69.204,3.04001
68.12,87.505,3.84394
68.14,98.801,4.34016
68.16,95.354,4.18874
68.18,117.6,5.16596
68.2,159.982,7.02773
68.22,209.371,9.1973
68.24,296.885,13.04164
68.26,420.333,18.4645
68.28,619.293,27.20446
68.3,787.104,34.57611
68.32,866.843,38.0789
68.34,591.71,25.99279
68.36,378.418,16.62324
68.38,288.781,12.68565
68.4,234.002,10.2793
68.42,207.639,9.12122
68.44,245.203,10.77134
68.46,303.383,13.32709
68.48,370.607,16.28012
68.5,471.847,20.72742
68.52,399.713,17.5587
68.54,302.621,13.29361
68.56,194.588,8.54791
68.58,131.848,5.79185
68.6,112.738,4.95238
68.62,67.717,2.97469
68.64,85.154,3.74067
68.66,77.917,3.42276
68.68,55.656,2.44487
68.7,47.171,2.07214
68.72,46.884,2.05953
68.74,49.574,2.1777
68.76,49.111,2.15736
68.78,44.879,1.97146
68.8,43.733,1.92111
68.82,38.309,1.68285
68.84,48.345,2.12371
68.86,53.132,2.334
68.88,50.007,2.19672
68.9,47.02,2.06551
68.92,37.112,1.63027
68.94,30.915,1.35804
68.96,25.089,1.10212
68.98,34.847,1.53077
69,43.802,1.92415
69.02,44.872,1.97115
69.04,39.876,1.75168
69.06,38.589,1.69515
69.08,34.365,1.50959
69.1,43.556,1.91334
69.12,39.19,1.72155
69.14,44.37,1.9491
69.16,50.253,2.20753
69.18,39.857,1.75085
69.2,30.809,1.35339
69.22,30.195,1.32641
69.24,33.525,1.47269
69.26,35.176,1.54522
69.28,45.439,1.99606
