2theta in degrees,after debinding and sintering,normalized
69.3,30.687,1.34803
69.32,34.516,1.51623
69.34,36.678,1.6112
69.36,35.693,1.56793
69.38,29.37,1.29017
69.4,31.589,1.38765
69.42,25.557,1.12267
69.44,32.726,1.4376
69.46,33.194,1.45815
69.48,25.739,1.13067
69.5,35.623,1.56486
69.52,31.149,1.36832
69.54,28.145,1.23636
69.56,32.886,1.44462
69.58,38.782,1.70363
69.6,29.531,1.29725
69.62,34.159,1.50055
69.64,31.116,1.36687
69.66,44.906,1.97264
69.68,32.959,1.44783
69.7,24.766,1.08793
69.72,33.662,1.47871
69.74,31.108,1.36652
69.76,32.917,1.44599
69.78,29.887,1.31288
69.8,35.03,1.53881
69.82,21.788,0.95711
69.84,36.799,1.61652
69.86,37.322,1.63949
69.88,34.294,1.50648
69.9,43.148,1.89542
69.92,35.349,1.55282
69.94,39.587,1.73899
69.96,38.444,1.68878
69.98,40.696,1.7877
70,35.51,1.55989
70.02,31.05,1.36397
70.04,23.173,1.01795
70.06,23.667,1.03965
70.08,32.058,1.40825
70.1,34.128,1.49918
70.12,37.146,1.63176
70.14,30.482,1.33902
70.16,35.045,1.53947
70.18,29.435,1.29303
70.2,34.774,1.52756
70.22,31.89,1.40087
70.24,24.028,1.05551
70.26,32.4,1.42328
70.28,27.641,1.21422
70.3,25.911,1.13823
70.32,34.413,1.5117
70.34,30.038,1.31952
70.36,32.369,1.42191
70.38,35.796,1.57246
70.4,37.108,1.63009
70.42,23.073,1.01356
70.44,26.225,1.15202
70.46,34.994,1.53723
70.48,35.008,1.53784
70.5,43.722,1.92063
70.52,58.46,2.56805
70.54,56.163,2.46714
70.56,38.898,1.70872
70.58,35.144,1.54381
70.6,37.195,1.63391
70.62,30.85,1.35519
70.64,37.976,1.66822
70.66,44.657,1.9617
70.68,41.426,1.81977
70.7,36.451,1.60123
70.72,44.427,1.9516
70.74,43.554,1.91325
70.76,34.149,1.50011
70.78,27.106,1.19072
70.8,39.444,1.73271
70.82,37.605,1.65192
70.84,38.524,1.69229
70.86,37.394,1.64265
70.88,39.564,1.73798
70.9,22.584,0.99208
70.92,29.825,1.31016
70.94,30.767,1.35154
70.96,30.646,1.34623
70.98,36.399,1.59894
71,32.213,1.41506
71.02,26.62,1.16937
71.04,27.633,1.21387
71.06,34.305,1.50696
71.08,24.104,1.05885
71.1,40.588,1.78296
71.12,38.671,1.69875
71.14,36.299,1.59455
71.16,42.715,1.8764
71.18,36.673,1.61098
71.2,28.597,1.25622
71.22,23.487,1.03174
71.24,31.651,1.39037
71.26,38.41,1.68728
71.28,26.376,1.15865
71.3,25.319,1.11222
71.32,21.692,0.95289
71.34,35.76,1.57087
71.36,33.168,1.45701
71.38,29.161,1.28099
71.4,38.14,1.67542
71.42,30.831,1.35435
71.44,32.75,1.43865
71.46,36.074,1.58467
71.48,29.268,1.28569
71.5,28.494,1.25169
71.52,28.824,1.26619
71.54,40.051,1.75937
71.56,38.819,1.70525
71.58,34.023,1.49457
71.6,39.108,1.71795
71.62,31.71,1.39297
71.64,29.563,1.29865
71.66,35.603,1.56398
71.68,26.889,1.18119
71.7,32.991,1.44924
71.72,30.891,1.35699
71.74,34.399,1.51109
71.76,25.981,1.1413
71.78,27.362,1.20196
71.8,24.597,1.0805
71.82,27.483,1.20728
71.84,29.12,1.27919
71.86,25.006,1.09847
71.88,29.095,1.27809
71.9,40.99,1.80062
71.92,41.678,1.83084
71.94,33.696,1.48021
71.96,29.532,1.29729
71.98,20.921,0.91902
72,22.164,0.97363
72.02,24.548,1.07835
72.04,26.005,1.14235
72.06,20.7,0.90931
72.08,29.644,1.30221
72.1,32.641,1.43386
72.12,35.926,1.57817
72.14,38.854,1.70679
72.16,30.587,1.34363
72.18,29.729,1.30594
72.2,25.744,1.13089
72.22,41.638,1.82908
72.24,25.424,1.11683
72.26,27.117,1.1912
72.28,37.58,1.65082
72.3,34.447,1.5132
72.32,25.007,1.09851
72.34,25.048,1.10032
72.36,39.964,1.75555
72.38,37.272,1.63729
72.4,30.973,1.36059
72.42,43.613,1.91584
72.44,34.414,1.51175
72.46,30.395,1.3352
72.48,32.134,1.41159
72.5,29.012,1.27445
72.52,25.548,1.12228
72.54,23.134,1.01624
72.56,26.988,1.18554
72.58,33.38,1.46633
72.6,31.344,1.37689
72.62,28.001,1.23004
72.64,27.499,1.20798
72.66,28.161,1.23706
72.68,33.773,1.48359
72.7,29.877,1.31244
72.72,33.247,1.46048
72.74,31.286,1.37434
72.76,36.485,1.60272
72.78,41.055,1.80347
72.8,35.407,1.55537
72.82,40.875,1.79557
72.84,29.39,1.29105
72.86,30.737,1.35022
72.88,38.189,1.67758
72.9,30.979,1.36085
72.92,31.193,1.37025
72.94,35.096,1.54171
72.96,41.968,1.84358
72.98,31.927,1.4025
73,31.63,1.38945
73.02,30.968,1.36037
73.04,31.918,1.4021
73.06,29.786,1.30845
73.08,30.754,1.35097
73.1,36.937,1.62258
73.12,33.636,1.47757
73.14,33.936,1.49075
73.16,36.053,1.58375
73.18,28.818,1.26592
73.2,48.504,2.1307
73.22,37.74,1.65785
73.24,35.085,1.54122
73.26,31.436,1.38093
73.28,28.748,1.26285
73.3,31.604,1.38831
73.32,31.239,1.37227
73.34,38.451,1.68909
73.36,42.345,1.86014
73.38,27.46,1.20627
73.4,29.058,1.27647
73.42,36.188,1.58968
73.44,32.17,1.41317
73.46,31.892,1.40096
73.48,27.498,1.20794
73.5,29.967,1.3164
73.52,30.971,1.3605
73.54,29.503,1.29602
73.56,31.889,1.40083
73.58,31.435,1.38088
73.6,35.731,1.5696
73.62,25.344,1.11332
73.64,26.267,1.15386
73.66,37.181,1.6333
73.68,26.239,1.15263
73.7,33.336,1.46439
73.72,28.438,1.24923
73.74,32.501,1.42771
73.76,28.875,1.26843
73.78,35.92,1.5779
73.8,32.394,1.42301
73.82,33.599,1.47595
73.84,36.636,1.60936
73.86,38.092,1.67332
73.88,40.929,1.79794
73.9,37.47,1.64599
73.92,40.102,1.76161
73.94,38.939,1.71052
73.96,33.951,1.49141
73.98,27.303,1.19937
74,39.856,1.7508
74.02,33.305,1.46303
74.04,32.862,1.44357
74.06,27.329,1.20052
74.08,29.131,1.27967
74.1,29.357,1.2896
74.12,31.172,1.36933
74.14,32.404,1.42345
74.16,33.482,1.47081
74.18,37.998,1.66919
74.2,37.802,1.66058
74.22,32.429,1.42455
74.24,29.652,1.30256
74.26,34.645,1.52189
74.28,30.275,1.32993
74.3,36.653,1.6101
74.32,33.767,1.48333
74.34,33.843,1.48666
74.36,56.529,2.48322
74.38,44.745,1.96557
74.4,53.804,2.36352
74.42,53.77,2.36202
74.44,36.822,1.61753
74.46,40.299,1.77026
74.48,37.597,1.65157
74.5,34.223,1.50336
74.52,39.008,1.71355
74.54,37.971,1.668
74.56,42.661,1.87402
74.58,46.612,2.04758
74.6,35.621,1.56477
74.62,40.673,1.78669
74.64,44.045,1.93482
74.66,43.543,1.91277
74.68,39.202,1.72208
74.7,35.675,1.56714
74.72,40.422,1.77567
74.74,36.151,1.58805
74.76,39.103,1.71773
74.78,43.295,1.90187
74.8,29.403,1.29162
74.82,38.838,1.70609
74.84,38.74,1.70178
74.86,39.112,1.71812
74.88,30.498,1.33972
74.9,30.6,1.3442
74.92,41.191,1.80945
74.94,30.464,1.33823
74.96,34.528,1.51675
74.98,35.625,1.56494
75,40.583,1.78274
75.02,28.51,1.25239
75.04,44.531,1.95617
75.06,34.693,1.524
75.08,26.026,1.14328
75.1,31.74,1.39428
75.12,37.702,1.65618
75.14,31.944,1.40324
75.16,32.784,1.44014
75.18,28.939,1.27124
75.2,46.227,2.03067
75.22,41.821,1.83712
75.24,30.803,1.35312
75.26,29.705,1.30489
75.28,43.342,1.90394
75.3,30.822,1.35396
75.32,35.474,1.55831
75.34,35.157,1.54439
75.36,47.657,2.09349
75.38,38.773,1.70323
75.4,24.855,1.09184
75.42,36.963,1.62372
75.44,40.433,1.77615
75.46,36.407,1.5993
75.48,30.284,1.33032
75.5,23.966,1.05278
75.52,31.63,1.38945
75.54,26.787,1.17671
75.56,33.179,1.4575
75.58,41.399,1.81859
75.6,37.765,1.65895
75.62,33.347,1.46488
75.64,29.765,1.30752
75.66,31.264,1.37337
75.68,32.85,1.44304
75.7,34.658,1.52247
75.72,41.741,1.83361
75.74,45.916,2.01701
75.76,43.171,1.89643
75.78,39.538,1.73684
75.8,40.823,1.79328
75.82,41.364,1.81705
75.84,34.21,1.50279
75.86,29.952,1.31574
75.88,33.132,1.45543
75.9,34.688,1.52378
75.92,32.308,1.41923
75.94,39.32,1.72726
75.96,44.681,1.96276
75.98,34.277,1.50573
76,43.228,1.89893
76.02,42.117,1.85013
76.04,38.052,1.67156
76.06,34.932,1.5345
76.08,36.792,1.61621
76.1,41.684,1.83111
76.12,36.204,1.59038
76.14,30.834,1.35448
76.16,39.069,1.71623
76.18,30.709,1.34899
76.2,39.956,1.7552
76.22,49.137,2.1585
76.24,42.419,1.86339
76.26,25.32,1.11226
76.28,35.228,1.5475
76.3,38.05,1.67147
76.32,44.563,1.95757
76.34,32.845,1.44282
76.36,28.864,1.26795
76.38,27.91,1.22604
76.4,21.847,0.9597
76.42,35.028,1.53872
76.44,35.696,1.56806
76.46,38.324,1.68351
76.48,49.962,2.19474
76.5,32.818,1.44164
76.52,44.793,1.96768
76.54,45.682,2.00673
76.56,36.723,1.61318
76.58,49.66,2.18148
76.6,43.513,1.91145
76.62,42.606,1.87161
76.64,44.784,1.96728
76.66,38.919,1.70964
76.68,42.325,1.85926
76.7,34.778,1.52774
76.72,41.536,1.8246
76.74,60.259,2.64707
76.76,52.997,2.32807
76.78,46.952,2.06252
76.8,55.314,2.42985
76.82,47.966,2.10706
76.84,48.106,2.11321
76.86,69.791,3.0658
76.88,102.127,4.48626
76.9,112.735,4.95225
76.92,122.813,5.39496
76.94,178.672,7.84875
76.96,233.638,10.26331
76.98,276.3,12.13738
77,236.611,10.39391
77.02,153.456,6.74105
77.04,128.759,5.65616
77.06,97.78,4.29531
77.08,72.863,3.20074
77.1,79.734,3.50258
77.12,103.176,4.53234
77.14,107.06,4.70296
77.16,108.051,4.74649
77.18,150.72,6.62087
77.2,175.006,7.68771
77.22,178.303,7.83254
77.24,128.612,5.6497
77.26,100.27,4.40469
77.28,128.421,5.64131
77.3,134.929,5.9272
77.32,138.78,6.09636
77.34,144.974,6.36846
77.36,153.05,6.72322
77.38,109.26,4.7996
77.4,72.735,3.19512
77.42,64.352,2.82687
77.44,58.902,2.58746
77.46,66.889,2.93832
77.48,61.784,2.71406
77.5,63.287,2.78009
77.52,85.784,3.76834
77.54,70.135,3.08091
77.56,81.217,3.56772
77.58,83.161,3.65312
77.6,80.635,3.54216
77.62,52.859,2.322
77.64,43.037,1.89054
77.66,43.38,1.90561
77.68,55.868,2.45418
77.7,60.264,2.64729
77.72,34.715,1.52497
77.74,31.931,1.40267
77.76,33.513,1.47217
77.78,30.689,1.34811
77.8,27.861,1.22389
77.82,37.836,1.66207
77.84,36.546,1.6054
77.86,32.965,1.4481
77.88,35.972,1.58019
77.9,42.226,1.85491
77.92,37.877,1.66387
77.94,27.566,1.21093
77.96,40.287,1.76974
77.98,28.061,1.23267
78,35.878,1.57606
78.02,31.62,1.38901
78.04,32.013,1.40628
78.06,30.78,1.35211
78.08,36.745,1.61414
78.1,38.821,1.70534
78.12,36.811,1.61704
78.14,37.555,1.64973
78.16,36.204,1.59038
78.18,41.925,1.84169
78.2,39.28,1.7255
78.22,32.809,1.44124
78.24,30.985,1.36112
78.26,32.576,1.43101
78.28,27.619,1.21325
78.3,38.154,1.67604
78.32,36.185,1.58954
78.34,30.813,1.35356
78.36,38.738,1.70169
78.38,42.122,1.85035
78.4,41.446,1.82065
78.42,41.497,1.82289
78.44,48.074,2.11181
78.46,37.565,1.65017
78.48,43.212,1.89823
78.5,29.861,1.31174
78.52,25.296,1.11121
78.54,34.469,1.51416
78.56,37.243,1.63602
78.58,40.099,1.76148
78.6,32.85,1.44304
78.62,33.436,1.46879
78.64,37.304,1.6387
78.66,40.087,1.76095
78.68,41.878,1.83963
78.7,34.27,1.50542
78.72,29.384,1.29079
78.74,38.873,1.70762
78.76,29.064,1.27673
78.78,35.323,1.55168
78.8,40.867,1.79522
78.82,53.297,2.34124
78.84,42.157,1.85188
78.86,37.404,1.64309
78.88,36.826,1.6177
78.9,38.185,1.6774
78.92,48.963,2.15086
78.94,28.802,1.26522
78.96,31.543,1.38563
78.98,33.577,1.47498
79,32.972,1.4484
79.02,42.979,1.88799
79.04,32.003,1.40584
79.06,29.544,1.29782
79.08,27.215,1.19551
79.1,38.543,1.69313
79.12,41.412,1.81916
79.14,42.631,1.87271
79.16,42.455,1.86497
79.18,35.502,1.55954
79.2,44.037,1.93447
79.22,34.328,1.50797
79.24,30.179,1.32571
79.26,30.066,1.32075
79.28,34.144,1.49989
79.3,38.296,1.68228
79.32,39.834,1.74984
79.34,36.791,1.61616
79.36,36.959,1.62354
79.38,31.963,1.40408
79.4,29.059,1.27651
79.42,26.131,1.14789
79.44,29.754,1.30704
79.46,27.763,1.21958
79.48,32.497,1.42754
79.5,37.853,1.66282
79.52,26.516,1.1648
79.54,35.537,1.56108
79.56,46.652,2.04934
79.58,39.571,1.73829
79.6,44.275,1.94492
79.62,41.785,1.83554
79.64,34.772,1.52747
79.66,36.557,1.60589
79.68,41.626,1.82856
79.7,41.487,1.82245
79.72,42.289,1.85768
79.74,42.759,1.87833
79.76,47.062,2.06735
79.78,40.263,1.76868
79.8,47.934,2.10566
79.82,46.801,2.05589
79.84,46.617,2.0478
79.86,30.324,1.33208
79.88,34.242,1.50419
79.9,34.445,1.51311
79.92,29.988,1.31732
79.94,26.762,1.17561
79.96,23.151,1.01698
79.98,29.388,1.29096
80,31.246,1.37258
80.02,37.407,1.64322
80.04,36.086,1.5852
80.06,38.276,1.6814
80.08,36.66,1.61041
80.1,33.901,1.48921
80.12,43.174,1.89656
80.14,45.636,2.00471
80.16,29.065,1.27677
80.18,41.696,1.83163
80.2,42.142,1.85122
80.22,36.801,1.6166
80.24,33.203,1.45855
80.26,27.284,1.19854
80.28,35.905,1.57724
80.3,37.723,1.65711
80.32,38.52,1.69212
80.34,33.776,1.48372
80.36,43.282,1.9013
80.38,46.2,2.02949
80.4,42.169,1.85241
80.42,34.592,1.51957
80.44,40.693,1.78757
80.46,45.309,1.99035
80.48,49.178,2.1603
80.5,51.419,2.25875
80.52,51.092,2.24438
80.54,53.551,2.3524
80.56,47.818,2.10056
80.58,46.459,2.04086
80.6,38.933,1.71026
80.62,48.668,2.1379
80.64,42.452,1.86484
80.66,60.13,2.64141
80.68,58.075,2.55113
80.7,48.844,2.14563
80.72,73.388,3.22381
80.74,82.047,3.60418
80.76,96.841,4.25406
80.78,113.81,4.99948
80.8,90.591,3.9795
80.82,99.641,4.37706
80.84,91.66,4.02646
80.86,59.229,2.60183
80.88,51.907,2.28018
80.9,57.772,2.53782
80.92,37.797,1.66036
80.94,57.028,2.50514
80.96,56.335,2.4747
80.98,59.424,2.61039
81,57.875,2.54235
81.02,70.281,3.08732
81.04,72.263,3.17439
81.06,87.703,3.85264
81.08,53.648,2.35666
81.1,47.495,2.08637
81.12,53.595,2.35433
81.14,41.208,1.8102
81.16,45.509,1.99913
81.18,47.427,2.08339
81.2,45.493,1.99843
81.22,41.619,1.82825
81.24,40.302,1.7704
81.26,51.794,2.27522
81.28,44.283,1.94528
81.3,39.872,1.75151
81.32,40.489,1.77861
81.34,40.111,1.76201
81.36,37.113,1.63031
81.38,44.435,1.95195
81.4,44.493,1.9545
81.42,42.147,1.85144
81.44,45.813,2.01249
81.46,34.252,1.50463
81.48,29.901,1.3135
81.5,29.792,1.30871
81.52,30.003,1.31798
81.54,44.994,1.97651
81.56,50.542,2.22022
81.58,36.686,1.61155
81.6,55.401,2.43367
81.62,38.747,1.70209
81.64,36.817,1.61731
81.66,36.656,1.61023
81.68,38.652,1.69792
81.7,50.048,2.19852
81.72,36.648,1.60988
81.74,36.874,1.61981
81.76,45.451,1.99658
81.78,41.558,1.82557
81.8,42.566,1.86985
81.82,49.569,2.17748
81.84,42.842,1.88197
81.86,37.924,1.66594
81.88,39.16,1.72023
81.9,48.165,2.1158
81.92,29.794,1.3088
81.94,39.775,1.74725
81.96,38.001,1.66932
81.98,37.345,1.6405
82,37.54,1.64907
82.02,37.646,1.65372
82.04,39.511,1.73565
82.06,40.761,1.79056
82.08,45.326,1.99109
82.1,46.067,2.02364
82.12,35.001,1.53753
82.14,36.174,1.58906
82.16,45.85,2.01411
82.18,34.936,1.53468
82.2,35.927,1.57821
82.22,36.023,1.58243
82.24,30.398,1.33533
82.26,38.697,1.69989
82.28,31.349,1.37711
82.3,34.414,1.51175
82.32,27.851,1.22345
82.34,33.299,1.46277
82.36,30.971,1.3605
82.38,34.415,1.51179
82.4,36.506,1.60364
82.42,44.304,1.9462
82.44,28.471,1.25068
82.46,40.861,1.79495
82.48,30.453,1.33775
82.5,31.896,1.40114
82.52,33.82,1.48565
82.54,34.002,1.49365
82.56,36.68,1.61129
82.58,41.43,1.81995
82.6,33.796,1.4846
82.62,39.298,1.72629
82.64,36.258,1.59275
82.66,35.549,1.56161
82.68,39.356,1.72884
82.7,35.738,1.56991
82.72,35.245,1.54825
82.74,31.309,1.37535
82.76,28.617,1.25709
82.78,39.702,1.74404
82.8,38.506,1.6915
82.82,38.328,1.68368
82.84,50.782,2.23076
82.86,31.083,1.36542
82.88,27.903,1.22573
82.9,26.906,1.18193
82.92,35.327,1.55185
82.94,39.67,1.74263
82.96,51.687,2.27052
82.98,36.77,1.61524
83,33.203,1.45855
83.02,36.364,1.59741
83.04,34.855,1.53112
83.06,39.979,1.75621
83.08,43.768,1.92265
83.1,43.125,1.89441
83.12,29.744,1.3066
83.14,33.12,1.4549
83.16,40.169,1.76455
83.18,33.954,1.49154
83.2,32.88,1.44436
83.22,29.082,1.27752
83.24,29.318,1.28789
83.26,44.11,1.93768
83.28,40.972,1.79983
83.3,49.782,2.18684
83.32,46.135,2.02663
83.34,46.521,2.04359
83.36,40.679,1.78696
83.38,36.36,1.59723
83.4,30.248,1.32874
83.42,42.927,1.88571
83.44,33.602,1.47608
83.46,36.54,1.60514
83.48,36.888,1.62043
83.5,39.944,1.75467
83.52,30.019,1.31868
83.54,46.703,2.05158
83.56,40.096,1.76135
83.58,37.405,1.64314
83.6,33.346,1.46483
83.62,32.104,1.41027
83.64,25.497,1.12004
83.66,39.548,1.73727
83.68,41.197,1.80971
83.7,41.757,1.83431
83.72,36.213,1.59077
83.74,34.07,1.49664
83.76,43.631,1.91663
83.78,41.079,1.80453
83.8,38.441,1.68865
83.82,39.579,1.73864
83.84,41.405,1.81885
83.86,33.809,1.48517
83.88,40.553,1.78142
83.9,33.43,1.46852
83.92,38.889,1.70833
83.94,35.589,1.56336
83.96,44.79,1.96755
83.98,47.175,2.07232
84,42.21,1.85421
84.02,35.698,1.56815
84.04,40.744,1.78981
84.06,31.271,1.37368
84.08,36.913,1.62152
84.1,31.71,1.39297
84.12,42.628,1.87257
84.14,34.764,1.52712
84.16,35.582,1.56306
84.18,40.521,1.78002
84.2,37.431,1.64428
84.22,35.41,1.5555
84.24,32.251,1.41673
84.26,35.807,1.57294
84.28,51.064,2.24315
84.3,42.995,1.8887
84.32,48.42,2.12701
84.34,54.452,2.39198
84.36,49.236,2.16285
84.38,55.75,2.449
84.4,51.998,2.28418
84.42,72.979,3.20584
84.44,85.087,3.73772
84.46,90.388,3.97059
84.48,88.611,3.89253
84.5,65.845,2.89246
84.52,67.885,2.98207
84.54,60.699,2.6664
84.56,39.637,1.74118
84.58,44.262,1.94435
84.6,47.997,2.10842
84.62,47.322,2.07877
84.64,47.062,2.06735
84.66,46.1,2.02509
84.68,46.041,2.0225
84.7,56.427,2.47874
84.72,59.465,2.61219
84.74,64.534,2.83487
84.76,55.735,2.44834
84.78,42.91,1.88496
84.8,46.315,2.03454
84.82,46.835,2.05738
84.84,44.771,1.96671
84.86,44.48,1.95393
84.88,35.756,1.5707
84.9,28.436,1.24914
84.92,37.233,1.63558
84.94,40.957,1.79917
84.96,44.559,1.9574
84.98,30.585,1.34355
85,32.315,1.41954
85.02,39.748,1.74606
85.04,42.085,1.84872
85.06,34.161,1.50063
85.08,36.716,1.61287
85.1,32.664,1.43487
85.12,37.706,1.65636
85.14,28.311,1.24365
85.16,21.272,0.93444
85.18,32.883,1.44449
85.2,39.061,1.71588
85.22,35.537,1.56108
85.24,39.086,1.71698
85.26,39.317,1.72713
85.28,34.742,1.52616
85.3,28.435,1.2491
85.32,45.134,1.98266
85.34,42.647,1.87341
85.36,37.468,1.6459
85.38,38.03,1.67059
85.4,27.688,1.21629
85.42,35.332,1.55207
85.44,33.005,1.44985
85.46,31.287,1.37438
85.48,35.018,1.53828
85.5,37.529,1.64858
85.52,37.691,1.6557
85.54,31.295,1.37473
85.56,30.349,1.33318
85.58,28.933,1.27098
85.6,31.332,1.37636
85.62,40.895,1.79645
85.64,38.246,1.68008
85.66,34.874,1.53195
85.68,40.569,1.78213
85.7,33.301,1.46285
85.72,28.132,1.23579
85.74,35.284,1.54996
85.76,29.43,1.29281
85.78,37.117,1.63049
85.8,32.398,1.42319
85.82,35.148,1.54399
85.84,45.477,1.99773
85.86,39.119,1.71843
85.88,37.703,1.65623
85.9,37.051,1.62759
85.92,40.916,1.79737
85.94,42.29,1.85773
85.96,37.642,1.65355
85.98,43.18,1.89682
86,31.242,1.37241
86.02,29.58,1.2994
86.04,36.446,1.60101
86.06,43.29,1.90165
86.08,35.385,1.5544
86.1,38.788,1.70389
86.12,37.066,1.62824
86.14,39.982,1.75634
86.16,44.09,1.9368
86.18,38.93,1.71013
86.2,36.394,1.59873
86.22,32.77,1.43953
86.24,31.617,1.38888
86.26,37.457,1.64542
86.28,43.339,1.90381
86.3,56.309,2.47356
86.32,52.152,2.29095
86.34,48.684,2.1386
86.36,54.064,2.37494
86.38,52.778,2.31845
86.4,59.024,2.59282
86.42,67.558,2.96771
86.44,79.111,3.47521
86.46,80.902,3.55388
86.48,69.033,3.0325
86.5,60.661,2.66473
86.52,61.269,2.69144
86.54,55.347,2.4313
86.56,65.169,2.86276
86.58,50.907,2.23626
86.6,59.716,2.62322
86.62,67.905,2.98295
86.64,62.742,2.75615
86.66,58.768,2.58158
86.68,57.836,2.54063
86.7,60.397,2.65314
86.72,63.607,2.79414
86.74,61.989,2.72307
86.76,50.128,2.20204
86.78,38.246,1.68008
86.8,47.71,2.09582
86.82,53.406,2.34603
86.84,51.263,2.25189
86.86,58.304,2.56119
86.88,47.763,2.09815
86.9,61.208,2.68876
86.92,50.556,2.22084
86.94,52.173,2.29187
86.96,46.758,2.054
86.98,41.847,1.83827
87,28.457,1.25007
87.02,41.388,1.8181
87.04,42.089,1.8489
87.06,50.441,2.21579
87.08,48.338,2.1234
87.1,37.546,1.64933
87.12,42.296,1.85799
87.14,38.677,1.69901
87.16,40.113,1.76209
87.18,34.319,1.50757
87.2,35.376,1.55401
87.22,34.862,1.53143
87.24,31.093,1.36586
87.26,33.281,1.46198
87.28,34.316,1.50744
87.3,36.014,1.58203
87.32,39.361,1.72906
87.34,37.612,1.65223
87.36,40.128,1.76275
87.38,42.351,1.86041
87.4,32.872,1.44401
87.42,42.036,1.84657
87.44,41.257,1.81235
87.46,41.002,1.80115
87.48,44.983,1.97602
87.5,44.389,1.94993
87.52,35.127,1.54307
87.54,34.554,1.5179
87.56,36.801,1.6166
87.58,38.571,1.69436
87.6,33.267,1.46136
87.62,37.002,1.62543
87.64,40.56,1.78173
87.66,42.909,1.88492
87.68,40.055,1.75955
87.7,53.768,2.36193
87.72,39.87,1.75142
87.74,42.493,1.86664
87.76,38.213,1.67863
87.78,38.31,1.68289
87.8,33.839,1.48649
87.82,46.843,2.05773
87.84,47.191,2.07302
87.86,38.829,1.70569
87.88,40.503,1.77923
87.9,35.587,1.56327
87.92,50.001,2.19646
87.94,42.143,1.85127
87.96,48.776,2.14264
87.98,52.536,2.30781
88,38.839,1.70613
88.02,30.14,1.324
88.04,37.051,1.62759
88.06,40.143,1.76341
88.08,33.543,1.47349
88.1,43.937,1.93008
88.12,42.068,1.84797
88.14,42.097,1.84925
88.16,43.115,1.89397
88.18,41.934,1.84209
88.2,37.782,1.6597
88.22,40.449,1.77685
88.24,34.546,1.51755
88.26,42.746,1.87776
88.28,36.013,1.58199
88.3,34.026,1.4947
88.32,36.269,1.59323
88.34,40.777,1.79126
88.36,40.803,1.7924
88.38,29.828,1.31029
88.4,36.33,1.59591
88.42,45.232,1.98696
88.44,47.134,2.07051
88.46,35.952,1.57931
88.48,43.46,1.90912
88.5,49.347,2.16773
88.52,42.411,1.86304
88.54,45.185,1.9849
88.56,44.817,1.96873
88.58,42.636,1.87293
88.6,48.266,2.12024
88.62,53.018,2.32899
88.64,41.763,1.83458
88.66,53.124,2.33364
88.68,35.555,1.56187
88.7,29.025,1.27502
88.72,45.229,1.98683
88.74,50.041,2.19821
88.76,44.505,1.95503
88.78,42.729,1.87701
88.8,46.024,2.02175
88.82,42.317,1.85891
88.84,57.43,2.5228
88.86,45.265,1.98841
88.88,41.81,1.83664
88.9,45.097,1.98103
88.92,48.454,2.1285
88.94,48.463,2.1289
88.96,47.403,2.08233
88.98,53.657,2.35706
89,60.536,2.65924
89.02,68.127,2.9927
89.04,78.212,3.43572
89.06,122.343,5.37431
89.08,121.147,5.32178
89.1,125.133,5.49687
89.12,110.257,4.8434
89.14,100.717,4.42432
89.16,89.994,3.95328
89.18,83.448,3.66573
89.2,45.612,2.00366
89.22,61.53,2.70291
89.24,66.346,2.91446
89.26,61.464,2.70001
89.28,65.461,2.87559
89.3,68.32,3.00118
89.32,75.937,3.33578
89.34,90.344,3.96865
89.36,87.561,3.8464
89.38,85.974,3.77669
89.4,64.967,2.85389
89.42,63.652,2.79612
89.44,66.182,2.90726
89.46,58.69,2.57815
89.48,52.779,2.31849
89.5,40.537,1.78072
89.52,51.416,2.25862
89.54,58.743,2.58048
89.56,56.903,2.49965
89.58,41.203,1.80998
89.6,38.472,1.69001
89.62,44.953,1.97471
89.64,45.386,1.99373
89.66,43.165,1.89616
89.68,39.846,1.75037
89.7,50.066,2.19931
89.72,43.512,1.91141
89.74,44.108,1.93759
89.76,36.706,1.61243
89.78,34.3,1.50674
89.8,37.552,1.64959
89.82,49.536,2.17603
89.84,49.909,2.19242
89.86,54.072,2.37529
89.88,47.309,2.0782
89.9,46.125,2.02619
89.92,47.896,2.10399
89.94,51.066,2.24324
89.96,48.964,2.1509
